DCRAINTERNALNUMBER,ISSUE_DATE,PERMIT_ID,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,PERMIT_CATEGORY_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,DESC_OF_WORK,SSL,ZONING,PERMIT_APPLICANT,FEE_TYPE,FEES_PAID,OWNER_NAME,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
10231100015,4/21/2011 12:00:00 AM,AN1100015,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2700 CONNECTICUT AVE NW,INSTALL 3 PANEL ANTENNAS AT EXISTING TELECOMMUNICTIONS FACILITY,2108    0040,R-5-D,PHIL  STETLER (AFO),24.00 (GREENBLDG); 43.00 (AAREFEE); 397.00 (ALTREPAIR); 99.00 (MISC); 9.90 (MISCEFFE); 33.00 (FILINGFEE),606,2700 CONECTICUT AVENUE LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.925964484032,-77.05337352045380,20008,220008,63382,63382,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,NONE
10231100016,4/21/2011 12:00:00 AM,AN1100016,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,2480 16TH ST NW,INSTALL 3 PANEL ANTENNAS AT EXISTING TELECOMMUNICTIONS FACILITY,2572    0815,R-5-D,PHIL  STETLER (AFO),33.00 (MISC); 24.00 (GREENBLDG); 39.70 (AAREFEE); 397.00 (ALTREPAIR); 99.00 (MISC); 13.20 (MISCEFFE),606,DORCHESTER HOUSE ASSOCIATES LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.92263671123890,-77.03739180136840,20009,243020,86279,86279,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,NONE
10231100017,3/28/2011 12:00:00 AM,AN1100017,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2435 ALABAMA AVE SE,INSTALL 3 PANEL ANTENNAS AT EXISTING TELECOMMUNICTIONS FACILITY,PAR 02150032,,PHIL  STETLER (AFO),33.00 (MISC); 24.00 (GREENBLDG); 49.60 (AAREFEE); 99.00 (ALTREPAIR); 397.00 (ADDALTREP),603,DISTRICT OF COLUMBIA,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.85173337623640,-76.970804776710,20020,278160,120235,120235,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
10231100027,5/19/2011 12:00:00 AM,AN1100027,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2500 Q ST NW,"ADD ANTENNAS TO EXISTING BUILDING ROOFTOP, ONE PER SECTOR.  ADD EQUIPMENT TO EXISTING EQUIPMENT SHELTER.  SLED-MOUNTED ANTENNAS TO BE SCREENED AND PAINTED GRAY.  ANTENNAS ON PENTHOUSE TO BE PAINTED COLOR OF BRICK.",1264E   2279,R-5-B,CHARLES  SOLAMONE (AFO),99.00 (REVISION); 39.00 (GREENBLDG); 69.60 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),838,IRENE N WIRTSCHAFTER TRUSTEE APARTMENT 301,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.91037584671590,-77.05215928946270,20007,274798,117601,117601,2,2E,2E07,SECOND,206,4,NONE,NONE,NONE,NONE
10231100030,2/11/2011 12:00:00 AM,AN1100030,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,1730 7TH ST NW,ADDITION OF (3) ANTENNAS ON EXISTING PENTHOUSE.  ADDITION OF EQUIPMENT IN EXISTING FLEXTRONICS CABINETS.,0419    0847,ARTS/C-2-B,T  JEFFERSON (AFO),33.00 (FILINGFEE); 597.00 (ALTREPAIR); 597.00 (ALTREPAIR); 59.70 (AAREFEE); 39.00 (GREENBLDG); 99.00 (MISC),795,LINCOLN-WESTMORELAND HOUSING,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.91345191306590,-77.02217727783790,20001,279356,121423,121423,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
10231100034,3/2/2011 12:00:00 AM,AN1100034,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,700 CONSTITUTION AVE NE,ADDITION OF (3) ANTENNAS ON EXISTING PENTHOUSE.  ADDITION OF EQUIPMENT IN EXISTING EQUIPMENT SHELTER.,0895    0076,R-5-D,T  JEFFERSON (AFO),597.00 (ALTREPAIR); 99.00 (MISC); 63.00 (AAREFEE); 39.00 (GREENBLDG); 33.00 (FILINGFEE),831,CAPITOL HILL GROUP,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.89232212917990,-76.99535659785420,20002,295162,131592,131592,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,NONE
10231100035,2/24/2011 12:00:00 AM,AN1100035,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1301 NEW JERSEY AVE NW,ADDITION OF (3) ANTENNAS ON EXISTING PENTHOUSE.  ADDITION OF EQUIPMENT IN EXISTING EQUIPMENT SHELTER.,0554    0860,R-4,T  JEFFERSON (AFO),33.00 (FILINGFEE); 597.00 (ALTREPAIR); 39.00 (GREENBLDG); 63.00 (AAREFEE),732,DISTRICT OF COLUMBIA,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90852354958360,-77.01469386114940,20001,279021,121111,121111,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NONE
10231100036,3/8/2011 12:00:00 AM,AN1100036,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4300 HAREWOOD RD NE,ADDITION OF 3 ANTENNAS TO EXISTING BUILDING ROOFTOP. ADDITION OF EQUIPMENT ON EXISTING BUILDING ROOFTOP,PAR 01220065,,CHARLES  SALAMONE (AFO),33.00 (FILINGFEE); 99.00 (REVISION); 39.00 (GREENBLDG); 63.00 (AAREFEE); 597.00 (ALTREPAIR),831,JOHN CARROLL CATHOLIC HIGH SCHOOL,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.94052635087780,-77.00634480235430,20017,290010,128672,128672,5,5C,5C10,FOURTH,405,19,NONE,NONE,NONE,NONE
10231100038,3/22/2011 12:00:00 AM,AN1100038,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,5015 JAY ST NE,INSTALL (3) PANEL ANTENNAS AT EXISTING TELECOMMUNICATIONS FACILITY,5178    0042,R-5-A,PHIL  STETLER (AFO),99.00 (REVISION); 24.00 (GREENBLDG); 49.60 (AAREFEE); 397.00 (ALTREPAIR); 33.00 (MISC),603,HUNTWOOD PRESENTATION LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90162890537910,-76.92886561435680,20019,148964,57732,57732,7,7C,7C01,SIXTH,608,31,NONE,NONE,NONE,NONE
10231100039,1/3/2011 12:00:00 AM,AN1100039,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1225 I ST NW,INSTALL (3) PANEL ANTENNAS AT EXISTING TELECOMMUNICATIONS FACILITY,0285    0047,C-4,PHIL  STETLER (AFO),33.00 (MISC); 26.00 (GREENBLDG); 397.00 (ADDITION); 99.00 (ALTREPAIR); 49.60 (AAREFEE),605,1225 I STREET NW LP,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90164998553830,-77.02915985536930,20005,240923,83874,83874,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
10231100040,1/18/2011 12:00:00 AM,AN1100040,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,62 T ST NE,ADDITION OF 3 ANTENNAS TO EXISTING BUILDING ROOFTOP ADDITION OF EQUIPMENT INSIDE EXISTING EQUIPMENT SHELTER.,3531    0117,R-4,BUTCH  SALAMONE (AFO),39.00 (GREENBLDG); 99.00 (ADDALTREP); 69.60 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),838,ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.916010302365,-77.00667286285630,20002,299982,150616,150616,5,5C,5C06,FIFTH,502,21,NONE,NONE,NONE,NONE
10231100041,2/1/2011 12:00:00 AM,AN1100041,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,4850 CONNECTICUT AVE NW,ADDITION OF 3 ANTENNAS TO EXISTING 12-FLOOR BUILDING'S PENTHOUSE. ADDITION OF EQUIPMENT ON AN EXISTING PLATFORM.,1981    0012,R-5-D,BUTCH  SALAMONE (AFO),99.00 (REVISION); 39.00 (GREENBLDG); 69.60 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),838,DAVENPORT HOUSE ASSOCIATES LTP,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.95287133640240,-77.068916474988,20008,218836,61937,61937,3,3F,3F05,SECOND,203,12,NONE,NONE,NONE,NONE
10231100044,3/2/2011 12:00:00 AM,AN1100044,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,2428 WISCONSIN AVE NW,ADDITION OF 3 ANTENNAS TO EXISTING BUILDING ROOFTOP ADDITION OF EQUIPMENT INSIDE EXISTING EQUIPMENT SHELTER,1300    0318,NOPD/C-2-A,BUTCH  SALAMONE (AFO),99.00 (REVISION); 39.00 (GREENBLDG); 69.60 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),838,FAME INVESTMENTS LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.92164318221930,-77.07261114888830,20007,289354,127940,127940,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,NONE
10231100045,2/11/2011 12:00:00 AM,AN1100045,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,800 FLORIDA AVE NE,ADDITION OF 3 ANTENNAS TO EXISTING BUILDING ROOFTOP ADDITION OF EQUIPMENT INSIDE EXISTING EQUIPMENT SHELTER,PAR 01410069,,BUTCH  SALAMONE (AFO),597.00 (ALTREPAIR); 597.00 (ALTREPAIR); 59.70 (AAREFEE); 39.00 (GREENBLDG); 99.00 (MISC); 33.00 (MISC),795,UNITED STATES OF AMERICA,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90577600699210,-76.99492972080760,20002,288964,127841,127841,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
10231100046,2/1/2011 12:00:00 AM,AN1100046,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,701 LAMONT ST NW,ADDITION OF (3) ANTENNAS TO EXISTING BUILDING ROFTOP   ADDITION OF EQUIMENT IN EXISTING EQUIPMENT ROOM,2893    2001,GA/C-2-A,CHARLES  SALAMVE (AFO),597.00 (ALTREPAIR); 39.00 (GREENBLDG); 59.70 (AAREFEE); 33.00 (MISC),729,ANTHONY A THOMAS,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.93127088740490,-77.02413205446390,20010,285371,123882,123882,1,1A,1A09,THIRD,302,2,NONE,NONE,NONE,NONE
10231100047,3/21/2011 12:00:00 AM,AN1100047,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,918 16TH ST NW,ADDITION OF (3) ANTENNAS TO EXISTING BUILDING ROOFTOP   ADDITION OF EQUIMENT IN EXISTING EQUIPMENT PLATFORM,0185    0812,SP-2,CHARLES  SALAMVE (AFO),39.00 (GREENBLDG); 597.00 (ALTREPAIR); 99.00 (MISC); 59.70 (AAREFEE); 33.00 (MISC),828,1600 CAPITAL ASSOCIATES LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90213218565420,-77.03687103053520,20006,302348,165022,165022,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
10231100048,1/21/2011 12:00:00 AM,AN1100048,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,6817 GEORGIA AVE NW,ADDITION OF (3) ANTENNAS TO EXISTING BUILDING ROOFTOP   ADDITION OF EQUIMENT IN EXISTING EQUIPMENT SHELTER,2968    0801,R-5-B,CHARLES  SALAMVE (AFO),99.00 (REVISION); 39.00 (GREENBLDG); 69.60 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),838,NORMANDIE LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.97297019566180,-77.026521915034,20012,253892,96476,96476,4,4B,4B02,FOURTH,401,17,NONE,NONE,NONE,NONE
10231100056,3/29/2011 12:00:00 AM,AN1100056,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,5125 MACARTHUR BLVD NW,INSTALL (3) PANEL ANTENNAS AT EXISTING TELECOMMONICATIONS FACILITY,1419    0047,C-1,PHIL  STETLER (AFO),33.00 (FILINGFEE); 496.00 (ADDITION); 26.00 (GREENBLDG); 52.90 (AAREFEE),608,HOLLE HENRY C & GRAFF WILLIAM,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.92561841519420,-77.101775871058,20016,224084,67409,67409,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
10231100060,5/2/2011 12:00:00 AM,AN1100060,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1400 16TH ST NW,INSTALL (3) PANEL ANTENNAS AT EXISTING TELECOMMUNICATIONS FACILITY,0181    0873,DC/SP-1,PHIL  STETLER (AFO),33.00 (FILINGFEE); 32.24 (GREENBLDG); 52.60 (AAREFEE); 493.00 (ALTREPAIR); 99.00 (MISC); 9.90 (MISCEFFE),720,C M LAND LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90906783087050,-77.03707234950880,20036,242015,84962,84962,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
10231100062,2/9/2011 12:00:00 AM,AN1100062,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,3315 WISCONSIN AVE NW,INSTALL 3 PANEL ANTENNAS AT THE EXISTING TELECOMMUNICATIONS FACILITY ON THE EXISTING BUILDING'S ROOFTOP.,1919    0823,R-5-B,PHIL  STETLER (AFO),33.00 (MISC); 99.00 (REVISION); 26.00 (GREENBLDG); 49.60 (AAREFEE); 397.00 (ALTREPAIR),605,CHESTERFLD COOPERATIVE INC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.93378808155860,-77.07206378854560,20016,276054,118257,118257,3,3C,3C09,SECOND,203,15,NONE,NONE,NONE,NONE
10231100079,3/8/2011 12:00:00 AM,AN1100079,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,6200 2ND ST NW,ADDITION OF 3 ANTENNAS TO EXISTING BUILDING ROOFTOP. ADDITION OF EQUIPMENT ON EXISTING ROOFTOP EQUIPMENT PLATFORM.,3341    0812,R-1-B,CHARLES  SALAMONE (AFO),33.00 (MISC); 39.00 (GREENBLDG); 597.00 (ALTREPAIR); 132.00 (REVISION); 59.70 (AAREFEE),861,NATIONAL CHILDRENS CENTER INC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.96550093474720,-77.01396551062410,20011,245006,87897,87897,4,4B,4B06,FOURTH,406,17,NONE,NONE,NONE,NONE
10231100085,3/1/2011 12:00:00 AM,AN1100085,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2745 NAYLOR RD SE,INSTAL (3) PANEL ANTENNAS AT EXISTING TELECOMMUNICATIONS FACILITY RELOCATED EQUIPMENT TO BE INSTALLED IN EXISTING EQUIPMENT SHELTER,PAR 02140198,,PHIL  STETLER (AFO),297.00 (ALTREPAIR); 26.00 (GREENBLDG); 33.00 (MISC); 99.00 (REVISION),491,DISTRICT OF COLUMBIA,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.85928160831160,-76.968643920815,20020,45010,32117,32117,8,8B,8B01,SEVENTH,702,36,NONE,NONE,NONE,NONE
10231100088,3/22/2011 12:00:00 AM,AN1100088,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1150 VARNUM ST NE,INSTALL 3 PANEL ANTENNAS AT EXISTING TELECOMMUNICATIONS FACILITY,3894    0826,D/R-5-A,PHIL  STOTTER (AFO),99.00 (REVISION); 26.00 (GREENBLDG); 49.60 (AAREFEE); 397.00 (ALTREPAIR); 33.00 (MISC),605,PROVIDENCE HOSPITAL,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.94328759478140,-76.99122933156860,20017,289609,128503,128503,5,5A,5A05,FOURTH,405,20,NONE,NONE,NONE,NONE
10231100089,4/13/2011 12:00:00 AM,AN1100089,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2540 MASSACHUSETTS AVE NW,INSTALL (3) ANTENNAS AT EXISTING TELECOMMUNICATIONS FACILITY.,2500    0088,D/R-3,PHIL  STETLER (AFO),26.00 (GREENBLDG); 43.00 (AAREFEE); 397.00 (ALTREPAIR); 9.90 (MISCEFFE); 99.00 (MISC); 33.00 (FILINGFEE),608,2540 MASSACHUSETTS AVENUE NW INC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.916287631319,-77.056852970116,20008,275925,118427,118427,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
10231100092,3/15/2011 12:00:00 AM,AN1100092,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1900 MASSACHUSETTS AVE SE,ADD 3 ANTENNAS TO EXISTING BUILDING  AND ADD EQUIPMENT TO EXISTING PLAT FORM,1112E   0804,UNZONED,CHARLES  SOLOMONE (AFO),99.00 (REVISION); 39.00 (GREENBLDG); 69.60 (AAREFEE); 597.00 (ALTREPAIR); 33.00 (MISC),838,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.88521980565230,-76.975574168509,20003,301068,266744,266931,7,6B,6B10,FIRST,108,26,NONE,NONE,NONE,NONE
10231100098,2/24/2011 12:00:00 AM,AN1100098,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2515 13TH ST NW,INSTALL NEW EQUIPMENT ON EXISTING PLATFORM AND NEW ANTENNAS ON EXISTING BUILDING.,2865    0168,R-5-B,CHARLES  SALAMONE (AFO),597.00 (ALTREPAIR); 39.00 (GREENBLDG); 59.70 (AAREFEE); 33.00 (MISC),729,COLUMBIA REALTY VENTURE LLC,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.922953426379,-77.02923706602690,20009,232042,75085,75085,1,1B,1B03,THIRD,304,2,NONE,NONE,NONE,NONE
10231100099,2/24/2011 12:00:00 AM,AN1100099,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4835 MACARTHUR BLVD NW,INSTALL ANTENNAS ON BUILDING ROOFTOP AND ASSOCIATED EQUIPMENT ON EXISTING PLATFORM.,1374    0004,R-1-B,CHARLES  SALAMONE (AFO),597.00 (ALTREPAIR); 33.00 (GREENBLDG); 59.70 (AAREFEE); 33.00 (MISC),723,OUR LADY OF VICTORY CHURCH,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.91637692533770,-77.09473451637840,20007,284983,123821,123821,3,3D,3D06,SECOND,205,13,NONE,NONE,NONE,NONE
10231100119,6/13/2011 12:00:00 AM,AN1100119,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4606 16TH ST NW,INSTALLING (1) NEW DISH ANTENNA AND ONE (1) NEW EQUIPMENT CABINET ON EXISTING ROOFTOP.,2652    0805,R-1-B,ILYA  ALTMAN (AFO),267.00 (ALTREPAIR); 18.14 (GREENBLDG); 26.70 (AAREFEE); 3.30 (MISCEFFE); 33.00 (MISC),348,NINETEENTH STREET BAPTIST CHURCH,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.94686516304410,-77.03684156403560,20011,258718,101619,101619,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
10231100120,10/27/2011 12:00:00 AM,AN1100120,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2844 WISCONSIN AVE NW,INSTALLING TWO (2) DISH ANTENNAS ON EXISTING PENTHOUSE WALL,1207    0114,R-5-D,ILYA  ALTMAN (AFO),337.70 (ALTREPAIR); 12.05 (GREENBLDG); 3.30 (MISCEFFE); 33.00 (MISC),386,M STREET FIVE LIMITED PARTNERSHIP,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.92731799485740,-77.07358601296160,20007,262631,105550,105550,3,3C,3C08,SECOND,204,14,NONE,NONE,NONE,NONE
10231100121,1/30/2012 12:00:00 AM,AN1100121,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,325 P ST SW,INSTALL 3 NEW ANTENNAS AND 5 NEW SPRINT EQUIPMENT CABINETS ON NEW 13'-0" X 22'-0" SCREENED STEEL PLATFORM ON BUILDING ROOF AS PER PLANS,0547    0024,R-5-D,JIM  CABABNESE (AFO),3.30 (MISCEFFE); 33.00 (MISC); 2777.70 (ALTREPAIR); 170.30 (GREENBLDG),2984,SOUTHWEST HOUSING RENEW,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.87224319502130,-77.01627758460970,20024,276559,118644,118644,6,6D,6D04,FIRST,105,9,NONE,NONE,NONE,NONE
10231100125,12/5/2011 12:00:00 AM,AN1100125,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1080 WISCONSIN AVE NW UNIT 00PN1,INSTALL 9 PANEL ANTENNAS ON ROOFTOP WITH 12'X20' SHELTER ON PLATFORM AS PER PLANS.,1200    2108,C-2-A,JIM  CALABREASE (AFO),33.00 (FILINGFEE); 9.75 (AAREFEEGRN); 1497.00 (ALTREPAIR); 97.50 (GREENBLDG); 182.70 (AAREFEE); 297.00 (ADDITION),2117,LOUIS D SIMMERMACHER,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90467318603270,-77.06297849808820,20007,274893,117639,117639,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
10231100126,7/19/2011 12:00:00 AM,AN1100126,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1301 7TH ST NW,NEW INSTALL OF AT&T SHELTER ON EXSISTING ROOFTOP WITH 9 NEW ANTENNAS AS PER PLAINS,0447    0039,R-5-D,JIM  CALABRESE (AFO),33.00 (FILINGFEE); 139.00 (GREENBLDG); 217.00 (AAREFEE); 2137.00 (ALTREPAIR); 29.70 (MISCEFFE); 297.00 (REVISION),2853,FIRST RISING MOUNT ZION CHURCH,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90794223968560,-77.02165258766830,20001,238632,81917,81917,6,2C,2C04,THIRD,308,7,NONE,NONE,NONE,NONE
10231100137,2/3/2012 12:00:00 AM,AN1100137,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2150 PENNSYLVANIA AVE NW,REMOVE 5 EXISTING ANTENNAS ON ROOFTOP  AND REPLACE WITH 5 NEW ANTENNAS IN EXISTING LOCATIONS. ADD ONE NEW ANTENNA ON EXISTING MOUNT. ELECTRICAL. UPGRADE WILL BE APPLIED FOR SEPRATLEY.,0075    0046,C-3-C,YANCY  POROWN (AFO),33.00 (MISC); 217.80 (REVISION); 92.95 (GREENBLDG); 164.78 (AAREFEE); 1430.00 (ALTREPAIR),1939,GEORGE WASHINGTON UNIVERSITY,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.90162668870710,-77.04855555212590,20037,242494,85430,85430,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
10231100138,2/3/2012 12:00:00 AM,AN1100138,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4200 CONNECTICUT AVE NW,REMOVE 5 EXISTING ANTENNAS ON ROOFTOP  AND REPLACE WITH 5 NEW ANTENNAS IN EXISTING LOCATIONS. ADD ONE NEW ANTENNA ON EXISTING MOUNT. ELECTRICAL. UPGRADE WILL BE APPLIED FOR SEPRATLEY.,2047    0001,C-3-A,YANCY  POROWN (AFO),33.00 (MISC); 217.80 (REVISION); 95.25 (GREENBLDG); 164.78 (AAREFEE); 1430.00 (ALTREPAIR),1941,FEDERAL NATIONAL MORTGAGE ASSOCIATION & WMATA,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.94443391649250,-77.06432427327420,20008,297694,133459,133459,3,3F,3F02,SECOND,203,12,NONE,NONE,NONE,NONE
10231100143,11/28/2011 12:00:00 AM,AN1100143,CONSTRUCTION,MISCELLANEOUS,ANTENNA,COMPLETED,2300 GOOD HOPE RD SE,INSTALL 3 NEW ANTENNAS ON BUILDING ROOFTOP AND NEW EQUIPMENT CABINET ON EXISTING STEEL PLATFORM.,5627    0099,R-5-B,JIM  CALABRESE (AFO),42.90 (GREENBLDG); 660.00 (ALTREPAIR); 3.30 (MISCEFFE); 66.00 (AAREFEE); 33.00 (MISC),805,A & A MARBURY LLC,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.86454810776330,-76.97415153550980,20020,286775,125620,125620,8,7B,7B03,SEVENTH,701,34,NONE,NONE,NONE,NONE
10231200004,11/21/2011 12:00:00 AM,AN1200004,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,4850 CONNECTICUT AVE NW,TO REMOVE 2 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO REMOVE TO EXISTING EQUIPMENT CABINETS AND INSTALL 2 NEW EQUIPMENT CABINETS.,1981    0012,,SPRINT (OWN); WILLIAM  STONE (AFO),33.00 (FILINGFEE); 39.00 (GREENBLDG); 297.00 (REVISION); 597.00 (ALTREPAIR),966,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.95287133640240,-77.068916474988,20008,218836,61937,61937,3,3F,3F05,SECOND,203,12,NONE,NONE,NONE,NONE
10231200005,11/21/2011 12:00:00 AM,AN1200005,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,1230 SOUTH CAPITOL ST SE,TO REMOVE 3 EXISTING PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. REMOVE 2 EXISTING EQUIPMENT CABINETS AND INSTALL 1.,0700    0044,,SPRINT (OWN); WILLIAM  STONE (AFO),297.00 (REVISION); 597.00 (ALTREPAIR); 39.00 (GREENBLDG); 33.00 (FILINGFEE),966,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.87554964706910,-77.00857288426630,20003,70578,44892,44892,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
10231200007,12/21/2011 12:00:00 AM,AN1200007,CONSTRUCTION,MISCELLANEOUS,ANTENNA,PERMIT ISSUED,2844 WISCONSIN AVE NW,REMOVE 6 PANEL ANTENNAS AND INSTALL 6 NEW PANEL ANTENNAS. TO REMOVE 2 EQUIPMENT CABINETS AND INSTALL 2 NEW EQUIPMENT CABINETS.,0000   0000,,SPRINT (OWN); WILLIAM  STONE (AFO),66.90 (REVISION); 396.00 (RENEWAL); 597.00 (ALTREPAIR); 39.00 (GREENBLDG); 33.00 (FILINGFEE),1132,SPRINT,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.92731799485740,-77.07358601296160,20007,262631,105550,105550,3,3C,3C08,SECOND,204,14,NONE,NONE,NONE,NONE
