NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
1156912,12056910,4/26/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:08 AM,1400 B/O SMITH PL SE,38.84505364798390,-76.983862872528,WASHINGTON,DC,8,8E,8E02,SEVENTH,705,38,NONE,NONE,NONE,NONE
1156914,12056896,4/27/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:06 AM,6TH ST NE & M ST NE,38.90564262992740,-76.99844264852360,WASHINGTON,DC,6,6C,6C04,FIRST,104,25,NONE,NONE,NONE,NONE
1156921,12056739,4/26/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1300 B/O FORT STEVENS DR NW,38.96428798789510,-77.03160189550660,WASHINGTON,DC,4,4A,4A05,FOURTH,402,17,NONE,NONE,NONE,NONE
1156926,12056926,4/27/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:08 AM,800 B/O 11TH ST NE,38.90075987308080,-76.99152632773260,WASHINGTON,DC,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,NONE
1156929,12056923,4/27/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:06 AM,300 B/O RHODE ISLAND AVE NE,38.919499354256,-77.00130015914210,WASHINGTON,DC,5,5C,5C06,FIFTH,502,21,NONE,NONE,NONE,NONE
1156934,12056935,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,4200 B/O GRANT ST NE,38.89837265126660,-76.94089377778250,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
1156942,12056917,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,4400 B/O 5TH ST NW,38.94472777402660,-77.01932976885260,WASHINGTON,DC,4,4C,4C07,FOURTH,407,18,NONE,NONE,NONE,NONE
1156946,12056947,4/27/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:06 AM,600 B/O HAMLIN ST NE,38.927373572418,-76.99672473639830,WASHINGTON,DC,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
1156948,12056933,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,9TH ST NW & FLORIDA AVE NW,38.91699015274170,-77.02395529590050,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1156972,12056963,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,4500 B/O 14TH ST NW,38.94559310570990,-77.03272459831670,WASHINGTON,DC,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
1156973,12056895,4/26/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:08 AM,1300 B/O SHEPHERD ST NW,38.93973784963580,-77.03121664292470,WASHINGTON,DC,4,4C,4C05,FOURTH,404,18,NONE,NONE,NONE,NONE
1156974,12055421,4/24/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:08 AM,4700 B/O BENNING RD SE,38.88341650861050,-76.93457901900880,WASHINGTON,DC,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,NONE
1156981,12056942,4/27/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:06 AM,2300 B/O 4TH ST NE,38.92076137019230,-77.00056937023230,WASHINGTON,DC,5,5C,5C06,FIFTH,502,21,NONE,NONE,NONE,NONE
1156983,12056998,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,100 B/O 56TH ST SE,38.88687948500440,-76.92106908302870,WASHINGTON,DC,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,NONE
1156986,12057000,4/28/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:06 AM,2500 B/O R ST SE,38.86944698154120,-76.97029304195830,WASHINGTON,DC,7,7B,7B03,SIXTH,607,34,NONE,NONE,NONE,NONE
1156996,12055573,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:06 AM,8TH ST NW & SHEPHERD ST NW,38.94000656396020,-77.02353713521780,,,4,4C,4C07,FOURTH,407,18,NONE,NONE,SHEPHERD ST NW,NONE
1156998,12057009,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,3000 B/O MASSACHUSETTS AVE SE,38.87909586624340,-76.96385932989470,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
1157001,12057012,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,900 B/O KENNEDY ST NW,38.95627097898910,-77.02661999850030,WASHINGTON,DC,4,4D,4D01,FOURTH,403,18,NONE,NONE,NONE,NONE
1157005,12057025,4/27/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,900 B/O 21ST ST NE,38.90333990802090,-76.97417095504730,WASHINGTON,DC,5,5B,5B12,FIFTH,507,23,NONE,NONE,NONE,NONE
1157017,12057028,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,200 B/O ELMIRA ST SW,38.82605095303320,-77.01325233001620,WASHINGTON,DC,8,8D,8D06,SEVENTH,708,NONE,NONE,NONE,NONE,NONE
1157021,12057033,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,5100 B/O CHEVY CHASE PKY NW,38.95604100634080,-77.07206517360860,WASHINGTON,DC,3,3G,3G07,SECOND,201,10,NONE,NONE,NONE,NONE
1157028,12057046,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,700 B/O 3RD ST NE,38.89955810979810,-77.00203903647730,WASHINGTON,DC,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,NONE
1157035,12057055,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:08 AM,1200 B/O KENILWORTH AVE NE,38.90622688179590,-76.93905664831680,WASHINGTON,DC,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,NONE
1157045,12057069,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:08 AM,4400 B/O B ST SE,38.88757597576240,-76.93843863923220,WASHINGTON,DC,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,NONE
1157047,12057080,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,CHESAPEAKE ST NW & CONNECTICUT AVE NW,38.95072588942030,-77.067324915523,,,3,3F,3F04,SECOND,203,12,NONE,NONE,NONE,NONE
1157050,12057059,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,1100 B/O BRANCH AVE SE,38.87581080069410,-76.96118512647420,WASHINGTON,DC,7,7B,7B04,SIXTH,605,34,NONE,NONE,NONE,NONE
1157053,12057058,4/27/2012 12:00:00 AM,UNK,ROBBERY,FEAR,4/30/2012 10:12:06 AM,1500 B/O BENNING RD NE,38.89997640340210,-76.98246022054760,WASHINGTON,DC,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
1157054,12057067,4/27/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:06 AM,2800 B/O 14TH ST NW,38.92606653238890,-77.03237262016330,WASHINGTON,DC,1,1B,1B08,THIRD,304,2,NONE,NONE,NONE,NONE
1157056,12057071,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,500 B/O A ST SE,38.88867671856580,-76.99898207804930,WASHINGTON,DC,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,NONE
1157057,12057087,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1000 B/O H ST NW,38.89981706503640,-77.026514055393,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1157067,12057106,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,3500 B/O APPLETON ST NW,38.94879131670860,-77.06802540548550,WASHINGTON,DC,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,NONE
1157068,12057105,4/27/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,1900 B/O BLADENSBURG RD NE,38.91655532556010,-76.97309235663970,WASHINGTON,DC,5,5B,5B09,FIFTH,505,23,NONE,NONE,NONE,NONE
1157070,12057100,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,2200 B/O Q ST NW,38.911097593477,-77.04974612951650,WASHINGTON,DC,2,2D,2D02,SECOND,208,6,NONE,NONE,NONE,NONE
1157074,12057124,4/27/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:06 AM,1500 B/O 35TH ST NW,38.90968332099110,-77.06914857691740,WASHINGTON,DC,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,NONE
1157075,12057125,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,5200 B/O 4TH ST NE,38.95413921855590,-77.000467246427,WASHINGTON,DC,5,5A,5A01,FOURTH,405,19,NONE,NONE,NONE,NONE
1157076,12057108,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,2100 B/O 32ND ST SE,38.863273309181,-76.96148684275860,WASHINGTON,DC,7,7B,7B04,SIXTH,606,35,NONE,NONE,NONE,NONE
1157080,12057118,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:08 AM,400 B/O NEWCOMB ST SE,38.84726723868890,-77.001669633211,WASHINGTON,DC,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
1157084,12057115,4/27/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:06 AM,700 B/O E ST NE,38.896116849147,-76.99556512947520,WASHINGTON,DC,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,NONE
1157088,12057119,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,1200 B/O GIRARD ST NW,38.92574761833050,-77.02901771302160,WASHINGTON,DC,1,1B,1B08,THIRD,304,2,NONE,NONE,NONE,NONE
1157091,12057129,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,UNIT B/O U ST NW,38.91696671445590,-77.01070416739120,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
1157093,12057133,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,1700 B/O ALABAMA AVE SE,38.84714415507210,-76.97971100338560,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1157097,12057162,4/27/2012 12:00:00 AM,UNK,THEFT,SHOPLIFTING,4/30/2012 10:12:06 AM,1200 B/O 1ST ST NE,38.90640567924350,-77.00588797681270,WASHINGTON,DC,6,6C,6C04,FIFTH,506,25,NONE,NONE,NONE,NOMA BID
1157098,12057154,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,UNIT B/O GALVESTON ST SW,38.82370655130810,-77.00762235867710,WASHINGTON,DC,8,8D,8D04,SEVENTH,708,39,NONE,NONE,NONE,NONE
1157099,12057138,4/27/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:08 AM,100 B/O ADAMS ST NW,38.92020312212050,-77.01345721239680,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
1157101,12057110,4/27/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,4400 B/O PONDS ST NE,38.91153224200570,-76.93800057362410,WASHINGTON,DC,7,7D,7D03,SIXTH,601,29,NONE,NONE,NONE,NONE
1157103,12057040,4/27/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:08 AM,1000 B/O IRVING ST NW,38.92876540994150,-77.026871525563,WASHINGTON,DC,1,1A,1A10,THIRD,302,2,NONE,NONE,NONE,NONE
1157105,12057152,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,2200 B/O I ST NW,38.90069889104980,-77.049475888254,WASHINGTON,DC,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
1157108,12057161,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,1700 B/O T ST SE,38.86726654494440,-76.97989144978710,WASHINGTON,DC,8,7B,7B01,SEVENTH,701,34,NONE,NONE,NONE,NONE
1157112,12057142,4/27/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:06 AM,3800 B/O KANSAS AVE NW,38.93814177461360,-77.02869965119970,WASHINGTON,DC,4,4C,4C06,FOURTH,404,18,NONE,NONE,NONE,NONE
1157116,12057177,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,2200 B/O I ST NW,38.90069889104980,-77.049475888254,WASHINGTON,DC,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
1157122,12057181,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,5000 B/O C ST SE,38.88515528492620,-76.92952732449340,WASHINGTON,DC,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,NONE
1157127,12057191,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,500 B/O 12TH ST NE,38.89673331750460,-76.99024543400290,WASHINGTON,DC,6,6A,6A02,FIRST,107,25,NONE,NONE,NONE,NONE
1157130,12057217,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1000 B/O CONNECTICUT AVE NW,38.90312094889960,-77.039684082847,WASHINGTON,DC,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1157134,12057204,4/27/2012 12:00:00 AM,UNK,THEFT,SHOPLIFTING,4/30/2012 10:12:07 AM,1200 B/O G ST NW,38.89831394536030,-77.02884898144240,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1157136,12057221,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,300 B/O 40TH ST NE,38.89335690254660,-76.94698908048120,WASHINGTON,DC,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
1157139,12057205,4/27/2012 12:00:00 AM,UNK,THEFT,SHOPLIFTING,4/30/2012 10:12:07 AM,1200 B/O G ST NW,38.89831394536030,-77.02884898144240,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1157142,12057232,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1500 B/O WEBSTER ST NW,38.943998822549,-77.03547467710520,WASHINGTON,DC,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
1157148,12057242,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:08 AM,500 B/O EASTERN AVE NE,38.896556980749,-76.914157137012,WASHINGTON,DC,7,7C,7C06,SIXTH,608,31,NONE,NONE,NONE,NONE
1157149,12057253,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1600 B/O MONTAGUE ST NW,38.95928414214260,-77.03737556288290,WASHINGTON,DC,4,4A,4A07,FOURTH,403,18,NONE,NONE,NONE,NONE
1157150,12057184,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:07 AM,1400 B/O BELMONT ST NW,38.92051042921230,-77.03335993391210,WASHINGTON,DC,1,1B,1B05,THIRD,304,2,14TH ST NW & CLIFTON ST NW,14TH ST NW & CLIFTON ST NW,14TH ST NW,NONE
1157151,12057202,4/27/2012 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,4/30/2012 10:12:07 AM,4000 B/O MINNESOTA AVE NE,38.89649667139940,-76.94777177884990,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
1157152,12057172,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:08 AM,5000 B/O ASTOR PL SE,38.88718879799420,-76.92908083967260,WASHINGTON,DC,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,NONE
1157157,12057261,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,4200 B/O 4TH ST SE,38.82730658404570,-77.000534363609,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
1157158,12057249,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1600 B/O I ST NW,38.90130828110190,-77.03752265127190,WASHINGTON,DC,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1157160,12057208,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,6600 B/O HARLAN PL NW,38.97079556917630,-77.01050468343390,WASHINGTON,DC,4,4B,4B07,FOURTH,401,19,NONE,NONE,NONE,NONE
1157162,12057213,4/27/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:07 AM,100 B/O M ST SE,38.87649614046290,-77.00459131925020,WASHINGTON,DC,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
1157163,12057156,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1600 B/O 35TH ST NW,38.91226965362770,-77.069228264566,WASHINGTON,DC,2,2E,2E01,SECOND,206,4,NONE,NONE,NONE,NONE
1157164,12057256,4/27/2012 12:00:00 AM,UNK,BURGLARY,1 ARMED,4/30/2012 10:12:08 AM,3600 B/O 22ND ST SE,38.84450673514180,-76.97224786646390,WASHINGTON,DC,8,8B,8B06,SEVENTH,704,38,NONE,NONE,NONE,NONE
1157167,12057271,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,THOMAS CIRCLE,38.90563664369980,-77.03197366431190,WASHINGTON,DC,2,2F,2F03,SECOND,208,7,NONE,NONE,NONE,NONE
1157172,12057168,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1600 B/O 35TH ST NW,38.91226965362770,-77.069228264566,WASHINGTON,DC,2,2E,2E01,SECOND,206,4,NONE,NONE,NONE,NONE
1157184,12057307,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1600 B/O 7TH ST NW,38.91178985370470,-77.02195446072730,WASHINGTON,DC,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
1157189,12057260,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1500 B/O 41ST ST SE,38.867378797233,-76.943763520882,WASHINGTON,DC,7,7E,7E02,SIXTH,605,34,NONE,NONE,NONE,NONE
1157190,12057165,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,3900 B/O 45TH ST NW,38.94178776560410,-77.08828311425210,WASHINGTON,DC,3,3E,3E01,SECOND,202,11,NONE,NONE,NONE,NONE
1157193,12057127,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,700 B/O 2ND ST NE,38.90011785900460,-77.00354132258920,WASHINGTON,DC,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,CAPITOL HILL BID
1157194,12057298,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:07 AM,12TH ST NW & V ST NW,38.91811230196780,-77.028084160017,WASHINGTON,DC,1,1B,NONE,THIRD,305,3,NONE,NONE,NONE,NONE
1157195,12057258,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,800 B/O MOUNT VERNON PL NW,38.90294335443520,-77.02351041398230,WASHINGTON,DC,2,2C,2C03,THIRD,308,8,NONE,NONE,NONE,DOWNTOWN BID
1157198,12057329,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,800 B/O 51ST ST SE,38.877700036575,-76.93006121719970,WASHINGTON,DC,7,7E,7E01,SIXTH,604,33,NONE,NONE,NONE,NONE
1157199,12057313,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,38TH ST NW & BENTON ST NW,38.92067822062950,-77.07603664798310,,,3,3B,3B05,SECOND,204,14,NONE,NONE,NONE,NONE
1157201,12057282,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3100 B/O M ST NW,38.90518541205980,-77.061997728707,WASHINGTON,DC,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
1157203,12057264,4/27/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:07 AM,1300 B/O VERMONT AVE NW,38.90823325188270,-77.03046791948580,WASHINGTON,DC,2,2F,2F02,THIRD,307,7,NONE,NONE,NONE,NONE
1157205,12057235,4/27/2012 12:00:00 AM,UNK,THEFT,SHOPLIFTING,4/30/2012 10:12:07 AM,1200 B/O 1ST ST NE,38.90640567924350,-77.00588797681270,WASHINGTON,DC,6,6C,6C04,FIFTH,506,25,NONE,NONE,NONE,NOMA BID
1157207,12057293,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,1300 B/O ALLISON ST NW,38.945062040661,-77.03221282807020,WASHINGTON,DC,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
1157209,12057315,4/27/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:07 AM,2400 B/O GOOD HOPE RD SE,38.862067375270,-76.97063025343660,WASHINGTON,DC,8,8B,8B01,SEVENTH,702,36,NONE,NONE,NONE,NONE
1157213,12057336,4/27/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:07 AM,2200 B/O 33RD ST NE,38.92086393268750,-76.96137501989590,WASHINGTON,DC,5,5B,5B09,FIFTH,503,24,NONE,NONE,NONE,NONE
1157219,12057166,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3100 B/O GEORGIA AVE NW,38.92952949054920,-77.02329803522450,WASHINGTON,DC,1,1A,1A10,THIRD,302,2,NONE,NONE,GEORGIA AVE NW,NONE
1157220,12057337,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1157221,12057327,4/27/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:07 AM,1ST ST SE & WILMINGTON PL SE,38.83715682883020,-77.005890674115,WASHINGTON,DC,8,8C,8C07,SEVENTH,707,39,NONE,NONE,NONE,NONE
1157223,12057352,4/27/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:07 AM,1400 B/O W ST NW,38.91918594535920,-77.03328400057230,WASHINGTON,DC,1,1B,1B04,THIRD,301,3,NONE,NONE,14TH ST NW,NONE
1157224,12057364,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,800 B/O ADRIAN ST SE,38.87858958652230,-76.94341585833970,WASHINGTON,DC,7,7E,7E01,SIXTH,605,33,NONE,NONE,NONE,NONE
1157237,12057383,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,400 B/O 10TH ST NE,38.89545163103380,-76.99264368072760,WASHINGTON,DC,6,6A,6A03,FIRST,107,25,NONE,NONE,NONE,NONE
1157238,12057323,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,100 B/O KENNEDY ST NW,38.95658765920970,-77.01263122969380,WASHINGTON,DC,4,4B,4B08,FOURTH,406,17,NONE,NONE,NONE,NONE
1157243,12057372,4/27/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:07 AM,4400 B/O NEW HAMPSHIRE AVE NW,38.944765844585,-77.01803024064880,WASHINGTON,DC,4,4C,4C09,FOURTH,407,18,NONE,NONE,NONE,NONE
1157268,12057281,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,3000 B/O 14TH ST NW,38.92817194019640,-77.03259010335480,WASHINGTON,DC,1,1A,1A03,THIRD,302,2,NONE,NONE,NONE,NONE
1157269,12057404,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,6300 B/O 5TH ST NW,38.96668586469020,-77.01985973847110,WASHINGTON,DC,4,4B,4B03,FOURTH,402,17,NONE,NONE,NONE,NONE
1157270,12057250,4/26/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:07 AM,21ST ST NE & I ST NE,38.90278954410310,-76.97417756691020,WASHINGTON,DC,5,5B,5B12,FIFTH,507,23,17TH ST & M ST,17TH ST & M ST,NONE,NONE
1157271,12057418,4/27/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:08 AM,3800 B/O 9TH ST SE,38.83337352667240,-76.99222112396720,WASHINGTON,DC,8,8E,8E06,SEVENTH,706,39,NONE,NONE,NONE,NONE
1157274,12057394,4/27/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:07 AM,1500 B/O A ST SE,38.88867266096560,-76.98293269875280,WASHINGTON,DC,6,6B,6B08,FIRST,108,26,NONE,NONE,NONE,NONE
1157279,12057377,4/27/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:07 AM,3400 B/O 13TH PL SE,38.841647259370,-76.98728147766310,WASHINGTON,DC,8,8E,8E03,SEVENTH,705,38,NONE,NONE,NONE,NONE
1157294,12057389,4/27/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:07 AM,4400 B/O SOUTHERN AVE SE,38.87297202394960,-76.93491306180470,WASHINGTON,DC,7,7E,7E02,SIXTH,605,33,NONE,NONE,NONE,NONE
1157295,12057338,4/27/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:08 AM,2200 B/O 2ND ST NW,38.92010295541370,-77.01489401125310,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
1157302,12057398,4/27/2012 12:00:00 AM,UNK,THEFT,SHOPLIFTING,4/30/2012 10:12:07 AM,900 B/O H ST NE,38.90020230891530,-76.993201228986,WASHINGTON,DC,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
1157316,12057339,4/27/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:07 AM,200 B/O INGRAHAM ST NW,38.95445526333740,-77.01478250233630,WASHINGTON,DC,4,4D,4D02,FOURTH,403,18,NONE,NONE,NONE,NONE
